,Unnamed: 0,service,location,products,reviewName,text,score,date,url,client
292,292,1,1,-1,Particolarmente gustoso - Ghe Sem Monti,"Sono stata in pausa pranzo, ampia scelta, molto veloci e davvero ottimi e particolari. Il conto nella media, consiglio assolutamente",4,2018-10-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r625364415-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
293,293,-1,-1,1,All'insegna della particolarità - Ghe Sem Monti,"Squisiti i dim sum, di cui abbiamo preso la degustazione per poter provare un'ampia varietà; in più abbiamo aggiunto quelli con baccalà, con zafferano e con 'nduja. Ottima anche la cheescake con alkekengi.",5,2018-10-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r625335492-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
294,294,-1,1,1,DIFFERENTE E RICERCATO - Ghe Sem Monti,"Chiariamo subito una cosa: cerchi l'apericena giargiana che con 8/10€ ti mangi di tutto? questo posto non fa per te!  PRO:  locale di livello, ricercato sia nel concetto di Fusion Italo/cinese made in Italy, sia nella ricerca di cocktail dal sapore fresco e differente. Delle portare colpiscono i colori oltre che i sapori, tanta ricerca e tanto lavoro si fanno notare.  Una bella esperienza, bella la spiegazione del ""percorso"" e della filosofia dietro il locale.  CONTRO: La qualità costa, nulla da dire.  il nome è fuorviante: della tradizione questo locale non ha nulla, difatti tra i ravioli ci sono il bolognese, il cacio e pepe, il sardo ecc ecc.; la Milanesità è solo nel nome del locale. Va bene la spiegazione del Fusion italo cinese e la rivisitazione del Dim Sum in chiave italica, ma nessuno ci ha spiegato (se non chiedendolo) che sul tavolo ci sono 3 tipi di olii differenti per accompagnare il pasto (olio normale, al limone e piccante).  Bel Posto, bella esperienza, a mio avviso è un locale dove fare una tappa, non l'intera serata. magari prima di cena, per ingannare la fame, o dopo per bere qualcosa di diverso e fare 4 chiacchiere.",4,2018-10-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r625282399-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
295,295,-1,1,1,Da provare - Ghe Sem Monti,"Locale originale che propone. in versione da pasto o da aperitivo, una ricca varietà di dumpling al vapore, caratterizzandoli con un ripieno italiano classico. L’idea è divertente e funziona nello stimolare la curiosità e - conseguentemente - la conversazione tra commensali. Non c’è dubbio che vada provato almeno una volta. Non tutte le combinazioni mi sono parse totalmente riuscite: la sfoglia è comunque piuttosto spessa e collosa, come usa nei ristoranti cinesi, e dunque tende a premiare solo i ripieni fortemente caratterizzati, i sapori pungenti, come nel caso del ""cacio e pepe”.  Ottima selezione di cocktail. Tornerò senz’altro per un aperitivo.",3,2018-10-15,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r625002450-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
296,296,1,1,1,Maleducazione - Ghe Sem Monti,"Voglio cominciare con gli elementi più o meno positivi:   1. Cibo: Qualche raviolo (cacio e pepe o gambero per esempio!) È davvero molto buono, altre proposte non sono entusiasmanti (nduja, talmente piccante da non riuscire più a mangiare nessun raviolo dopo distinguendone il sapore). Molto Buono il dolce. L'idea è comunque originale e una volta vale la pena provare.  2. Location: locale carino, con parte esterna per l'estivo, non male.  La pecca per me è stata il servizio: il ragazzo con gli occhiali che ci ha ""accolto"" e ha preso le comande è stato quasi imbarazzante. Ci siamo presentati alle 8 e mezza con prenotazione alle 8 e un quarto e, nonostante il locale fosse completamente vuoto, ci siamo sentiti dire ""SI COMUNQUE LA PRENOTAZIONE ERA UN QUARTO D'ORA FA"" (sfido qualsiasi gruppo di 6 persone ad avere meno di 15 minuti di ritardo e poi... quanta arroganza e maleducazione!!). Tralasciando il trattamento di supponenza ricevuto durante tutta la cena, dopo il dolce abbiamo dovuto richiedere un caffè 5 volte!!!! Zero reattività.   Il conto è salato per ciò che si mangia, ma avrei speso anche volentieri la cifra ricevendo un trattamento differente.   Non so se ci tornerei.",2,2018-10-14,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r624787514-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
297,297,1,-1,-1,Andateci - Ghe Sem Monti,"Ci sono stata più volte ed è sempre molto buono! Almeno una volta bisogna andare, è un modo diverso di laniare i famosi dim sum cinesi. ",4,2018-10-13,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r624370371-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
298,298,1,1,1,Dialetto milanese per un fusion? Anche - Ghe Sem Monti,"Ho provato questo ristorante per un pranzo, l’amica che era con me non ci era mai stata, ma conosceva la proposta culinaria. Non avrei mai pensato, dato il nome, che proponesse idee di cucina italiano/mediterranee con la tradizione de raviolo cinese. Forse il nome “ghe sem” è un po’ “misleading”? Ho assaggiato alcune delle proposte e ne sono rimasto piacevolmente colpito. Il prezzo forse leggermente elevato, ma ne vale la pena. Ma, una grande debacle: il servizio, o nel mio specifico caso il cameriere che ci ha servito. Indolente e poco disponibile, a tratti svogliato. Ha sbagliato la comanda, dimenticandosi un piatto. Le acque portate erano sbagliate. Non ha minimamente recepito l’ordine. Fortunatamente il coperto non era da pagare, in tal caso sarebbe stato uno scherzo. Ambiente interno molto curato e bella idea, ma fate capire che è una proposta fusion. Peccato. ",2,2018-10-12,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r624207799-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
299,299,1,-1,1,Offerta interessante. Accoglienza - Ghe Sem Monti,La bontà dei piatti offerti è pari all'antipatia di chi ci ha accolto e servito al tavolo. Bontà 5. Servizio 1. Voto 3,3,2018-10-06,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r622729624-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
300,300,-1,-1,1,Ravioli italocinesi - Ghe Sem Monti,"Ravioli cinesi con ripieno della tradizione gastronomica italiana Abbiamo preso menu degustazione un percorso in 11 ravioli a 18€. Cocktail ricercati ed insoliti, ad una media di 10€ per un calice. Ho apprezzato gli abbinamenti e la cura nella presentazione.",3,2018-10-03,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r621968122-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
301,301,-1,1,1,A noi piace! - Ghe Sem Monti,"Ci vengo spesso con la mia ragazza. Siamo davvero soddisfatti di questo ristorante, i ravioli sono buonissimi! Oltre alla lista ci sono anche dei ripieni fuori menù.. gli ingredienti sono di qualità, di fatti si nota la differenza tra cinesi e italiani! L unico neo il prezzo, forse un pochino alto. Ma per il resto niente da dire. La zona è carina, d estate si può mangiare all aperto.",4,2018-09-24,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r619100598-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
302,302,1,1,-1,Idea carina ma bisogna lavorare sullo - Ghe Sem Monti,"Sono stata in questo ristorante che propone solo ravioli ma con svariati ripieni, davvero per tutti i gusti. Ho però qualcosa da dire sul servizio: molto lento, ho aspettato almeno 25/30 minuti, capisco che li preparino al momento ma mi sembra un tantino troppo... Inoltre i ravioli sono arrivati tutti mescolati quindi alcuni miei ravioli erano nello stesso piatto della persona insieme a me.  Infine sul tavolo erano presenti tre boccette di quello che penso fosse olio aromatizzato di tre tipi diversi ma nessuno si è curato di dirci a che cosa. Il dolce abbastanza buono.  Location: 4 Menu: 7 Servizio: 4 Conto: 5 Giudizio generale: 6 Tornerei? Dubito, ma è da provare almeno una volta. ",3,2018-09-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r618610964-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
303,303,-1,-1,-1,Sorprendente ma caro - Ghe Sem Monti,"Passeggiando in zona cadorna ci imbatiamo in questo ristorantino, che serve ravioli cotti al lavope e fagioli edamame (buonissimi, li consiglio!). Presenti opzioni vegetariane (due vegane, apportando modifiche, per esempio rimuovendo la ricotta salata dal raviolo alla norma). Le porzioni sono però scarse 4€ per DUE ravioli è un tantino esagerato. Per un pasto completo ne andrebbero consumati almeno 8, per cui il prezzo schizza rapidamente. Tutto sommato comunque lo consiglio per chi vuole mangiare qualcosa di particolare.",3,2018-09-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r618561693-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
304,304,1,-1,-1,Nella media - Ghe Sem Monti,"Qui potete trovare ravioli al vapore in tutte le salse. Davvero buoni. I miei commensali hanno commentato meno bene i cocktail (che io non ho provato), troppo alcolici e male abbinati con i ravioli. Dolce senza infamia e senza lode. Prezzi nella media milanese.",3,2018-09-21,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r618436595-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
305,305,1,1,-1,Solo ravioli ma.. ho provato molto di - Ghe Sem Monti,"Si mangiano dei ravioli (solo quello) di gusti differenti e molto particolari (cacio e pepe, alla norma, con baccalà..). Non sono soddisfatta, non ho trovato nessun gusto veramente sfizioso e inoltre il prezzo è troppo alto. Non ci torno.",3,2018-09-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r617009694-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
306,306,-1,1,1,Il mio ristorante preferito! - Ghe Sem Monti,"Consiglio caldamente il menu degustazione, un paradiso per il palato, davvero. Non vivo a milano, ma so che sempre di poter contare su questo ristorante buonissimo e fuori dal comune. Super, super, super consigliato! ",5,2018-09-14,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r616427488-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
307,307,1,-1,1,Datemi un raviolo cinese! - Ghe Sem Monti,"Location carina, servizio buono e camerieri simpatici e disponibili. Per quanto riguarda il cibo, buona l’idea e la qualità ma il gusto lascia a desiderare...i sapori si mischiano e sono mal discriminabili e si amalgamano male con il sapore della pasta ( ad eccezione del milanese consigliato, quello che come gusto richiama di più il raviolo cinese ). I dolci invece super consigliati, cheesecake al maracuja davvero deliziosa! ",4,2018-09-12,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r616057670-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
308,308,1,1,1,Piacevolissimo - Ghe Sem Monti,"Bella serata, piatti molto buoni e originali, un ottimo connubio nei ravioli nella tradizione asiatica e il ripieno italiano, drink veramente ottimi ",4,2018-09-10,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r615437180-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
309,309,1,1,1,Ravioli e drink buonissimi - Ghe Sem Monti,"Consiglio vivamente di provare la degustazione di ravioli e i drink. Prezzo in linea con la zona,personale molto gentile",4,2018-09-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r613805463-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
310,310,-1,-1,1,Interessante - Ghe Sem Monti,Interessante rivisitazione dei dim sum tradizionali con ingredienti nostrani. Non proprio a buon prezzo ma vale la visita.,4,2018-08-25,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r610278485-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
311,311,-1,-1,1,Porzioni un po’ scarse - Ghe Sem Monti,"Ravioli buoni non c’è che dire, soprattutto alcuni tipo carbonara o bolognese li ho trovati veramente ottimi! Porzioni però veramente risicate... per uscire sazi bisognerebbe ordinare almeno una decina di ravioli... prezzo non economico",3,2018-08-13,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r605943046-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
312,312,1,1,-1,Cena piacevole - Ghe Sem Monti,Locale molto carino e ideale per una cenetta veloce e tranquilla. Ravioli buoni (cinesi solo di aspetto) con ripieno molto all’italiana. Nel complesso una rivisitazione carina!,3,2018-08-06,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r603187115-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
313,313,1,1,1,Carino - Ghe Sem Monti,"Siamo stati in questo locale per un dopocena. Non siamo stati accolti nel migliore dei modi poiché se non fosse stato il barman a dirci di accomodarci saremmo rimasti lì in piedi. Il cameriere gentile sicuramente, ma leggermente confusionario poiché non conosceva i cocktail in lista. Nonostante ciò che onestamente reputo cosa futile i cocktail sono davvero buoni. Io ho preso un analcolico a mio parere eccezionale, fatto con frutta fresca e con all'interno uno spiedinetto di frutta! Gli altri ragazzi hanno preso un cocktail alcolico e del vino. Tutto di buona qualità!  Torneremo per provare i dim sum loro specialità per eccellenza ! Consigliato!",4,2018-08-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r602683079-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
314,314,1,1,1,Molto buono - Ghe Sem Monti,"Ci sono stata ieri sera a cena! Abbiamo preso un menù degustazione da 11 ed siamo rimasti piacevolmente colpiti. Molto buono. Sicuramente va provato! Ne vale la pena! Peccato solo che non c'era l'aria condizionata e dopo 10 minuti siamo scappate via perché faceva troppo caldo! Bello, buono ma troppo caldo per rimaner sedute e rilassarsi. Magari in inverno ",4,2018-08-03,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r602380979-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
315,315,-1,-1,1,Una scoperta originale - Ghe Sem Monti,"Sono andato a cena ed è stata una vera scoperta. Un mix tra cinese e la tradizione italiana. Cacio e pepe, amatriciana, Etc il tutto avvolto dal raviolo cinese. Simpatico e buono. Grande scelta di drink, con brand ricercati (gin per esempio). Personale nella norma. ",4,2018-07-31,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r601339652-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
316,316,-1,1,1,pranzo - Ghe Sem Monti,"una bella scoperta! un menu degustazione nel quale si possono assaporare molti gusti e scegliere quelli da mangiare la volta successiva. Si, perchè ci sarà di sicuro un'altra pausa pranzo in questo locale!",4,2018-07-30,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r601017738-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
317,317,1,1,1,Cena prima dl concerto - Ghe Sem Monti,"Abbiamo cenato in questo locale prima di un concerto al Castello Sforzesco. Tutto davvero molto buono, particolare e, almeno per noi, anche originale!",4,2018-07-23,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r598736556-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
318,318,1,1,1,Una scoperta - Ghe Sem Monti,"Siamo capitati per caso con dei colleghi questa sera per un veloce aperitivo. Locale molto carino, cocktail particolari accompagnati da 3 ravioli cinesi e degli edameme (tutto veramente molto buono). Unica nota negativa è che non siamo potuti stare fuori, ad ogni modo consigliato, bisogna tornare! Prezzi onesti",5,2018-07-19,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r597716499-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
319,319,1,1,-1,Te ghe set? (Ci sei? ...) - Ghe Sem Monti,"Non vorrei essere troppo punitivo nei confronti di questo locale, anche perché il personale è gentile e accogliente. Tuttavia, per impostare i tre quarti della propria cucina sui dim sum (ravioli cinesi) bisogna proprio che quando arrivano in tavola scoppino i fuochi di artificio! Invece, il ripieno è molto gradevole solo per un paio di combinazioni e le altre, francamente, lasciano un po' il tempo che trovano. Mah... A mio gusto, un esperimento riuscito a metà! Anche il rapporto qualità/prezzo non è dei più favorevoli!",2,2018-07-17,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r597085053-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
320,320,-1,-1,1,Anca mi - Ghe Sem Monti,"Sì, ci siamo! Ottimi ravioli al vapore, super ripieni di tante cose sfiziose. Sì va dal vegetariano al pesce e alla carne. Proprio per tutti i gusti. Fra i miei preferiti quello al gambero, il raviolo al cacio e pepe e quello alla nduja. Possibilità di alcuni menu degustazione o di comporre il proprio menu, così da provare vari tipi di ripieno. In conclusione, buona alternativa per un pranzo o una cena simpatica.",4,2018-07-16,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r596773171-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
321,321,1,-1,1,Ravioli originali - Ghe Sem Monti,"Ravioli al vapore farciti ""all'italiana"", buoni per una cena leggera o per un aperitivo. Ogni porzione è composta da due ravioli con prezzi che oscillano dai 3 agli 8 euro. Per gli indecisi ci sono i menu degustazione che permettono di assaggiare fino a 10 tipologie di ravioli (è possibile comporre il proprio menu degustazione con l'opzione ""fai da te""). Consiglio i ravioli di gambero e quelli ""cacio e pepe"".  Da migliorare: il servizio che è indubbiamente lento e il conto un po' salato! I ravioli sono ottimi, ma date le porzioni direi che il prezzo è troppo elevato.",4,2018-07-12,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r595468546-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
322,322,-1,1,1,Wow - Ghe Sem Monti,"Abbiamo saggiato quasi tutti i ravioli, essendo in 4, e li abbiamo trovati tutti deliziosi... il nostro preferito? Quello al gambero! A fine cena il proprietario ci ha regalato due porzioni di ravioli dolci al cioccolato e ciliegie al maraschino... super  Consiglio vivamente questo posto!!!  ***** 5 stars ",5,2018-07-05,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r593295247-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
323,323,1,-1,1,Innovazione e bontà - Ghe Sem Monti,"Dopo averlo scoperto per caso qualche mese fa, io e il mio fidanzato non riusciamo più a farne a meno. Ci andiamo praticamente una volta a settimana. Lo trovo squisito, innovativo.. e crea dipendenza! Hanno anche degli ottimi cockail per accompagnare la cena. Unica minuscola pecca, le ultime due volte abbiamo trovato il servizio davvero lento. Spero si rifaranno nelle prossime occasioni! Da provare assolutamente",4,2018-07-05,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r593261263-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
324,324,0,0,0,Italo-cinese più unico che raro! - Ghe Sem Monti,"Una tavolata di amici (rumorosi ma con garbo) un locale molto carino con posti sia all'interno che all'esterno e la possibilità di fare anche un aperitivo, un bellissimo menù con (per gli indecisi) mix di ravioli al vapore suggeriti e una barwoman che ti suggerisce delle chicche niente male se vuoi bere un rum o un whiskey particolare. Inutile dilungarmi troppo, basta dire che tra 10 persone abbiamo provato ogni singolo raviolo NON pagando uno sproposito come da buona tradizione milanese e siamo usciti da lì estremamente soddisfatti! ",5,2018-07-05,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r593178684-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
325,325,-1,-1,1,Idea originale - Ghe Sem Monti,"Si puo' provare la degustazione di 11 tipi diversi di dim sum (ravioli cinesi) con ripieno all'italiana oppure sceglier e solo le tipologie ""la carne"" o ""il pesce"", con i ripieni piu' fantasiosi e declinati secondo la stagione.  Ottima la birra artigianale  Consigliato anche per un pranzo di affari",4,2018-06-26,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r590824760-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
326,326,-1,-1,-1,Per un raviolo rivisitato - Ghe Sem Monti,"Se volete mangiare dei ravioli cinesi al vapore rivisitati in chiave italiana questo è il posto giusto, costo 1 raviolo circa 2 euro, bottiglia di vino sui 25 euro",5,2018-06-24,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r590358049-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
327,327,0,0,0,Dim sum sfiziosità - Ghe Sem Monti,"Locale che serve dim sum rivisitati in chiave italiana, molto sfiziosi. Piatti tutti sui 4 o 5 euro per 2 dim sum ciascuno. Carina l'idea di comporre un tuo piatto personale, scegliendo tra dieci tipi diversi di dim sum sul menù, spesati sulla base dello stesso menù alla carta: mediamente il piatto costerà sui 20 euro per un totale di 10 ravioli tutti diversi tra loro. Promosso!   ",4,2018-06-24,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r590357253-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
328,328,1,1,-1,Peccato la prima volta mi aveva - Ghe Sem Monti,"Ero stato con amici in questo locale un paio di anni fa, ed avevo trovato il locale pieno, personale simpatico, piatti molto gustosi, anche se un po' troppo costosi. Ieri ci sono ritornato e non vedevo l'ora di gustarmi i ravioli rivisitati. DELUSIONE TOTALE. Il fatto di trovare il locale semi vuoto, nonostante fosse sabato e ci fosse una marea di gente in giro, mi é parso strano. Lentezza inesorabile per ordinare, stessa Lentezza per avere i drink. I ravioli avevano più o meno tutti lo stesso sapore...neanche lontanamente paragonabili a quelli mangiati la volta precedente. Mi spiace perché l'idea è buona. Spero vivamente che i proprietari si rimettano in carreggiata e ritornino ai buoni livelli iniziali.",2,2018-06-10,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r586462154-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
329,329,1,1,-1,Sorpresa: il dim sum dolce! - Ghe Sem Monti,"Ogni tanto torno a mangiare gli originali ravioli pseudo-cinesi in questo locale carino, in cui si viene serviti velocemente e con cortesia, si paga un conto assolutamente onesto e … ci sono sempre sorprese! L’ultima volta mi è stato proposto il dim sum dolce (al cioccolato), veramente eccellente e originale, per concludere la cena, ancora una volta molto buona (eccellenti i dim sum “cacio e pepe” e quelli trevigiani con radicchio, gorgonzola e noci).",4,2018-05-17,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r580747852-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
330,330,1,1,1,Ideale per un aperitivo - Ghe Sem Monti,"Posto molto carino situato in una via bellissima di Milano con altissimi alberi che fanno ombra. Dispone sia di una parte esterna che interna: la parte esterna è composta da pochi tavoli ( anche la parte interna è piccolina ), ma ben curati con un tappeto d’erba finta ai piedi. Abbiamo preso diversi cocktail che erano buonissimi ed accompagnati dagli edamame: alcuni costano un po’ di più della media ma ne vale la pena . Dim sum abbiamo preso vari tipi sia di carne che di pesce che vegetariani ed erano tutti molto buoni. Costano tutti sui 5-7 e sono composti da 2 pezzi ciascuno ( a parte quello con il gambero che è un singolo pezzo): sono molto sfiziosi, ma non ti sazi. Il personale è stato molto gentile, ma a volte un po’ disattento: non spiegano i cocktail quando li portano e non ha saputo dirci correttamente quali dim sum erano di carne, di pesce o vegetariani quando sono arrivati al tavolo. Proverò sicuramente anche quello in zona isola. ",4,2018-05-15,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r580316390-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
331,331,1,1,-1,Ravioli sfiziosi - Ghe Sem Monti,"Siamo state recentemente a cena, ravioli molto gustosi, ma più piccoli rispetto alle aspettative. Non è un posto dove ti sazi, ma mangi bene. Servizio un po' lento, ma cordiale. Il conto un po' salato.",4,2018-05-04,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r577936258-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
332,332,1,1,1,molto buono - Ghe Sem Monti,"ottimo ristorante di dim sum all’italiana con tavoli sia all’aperto che al chiuso. Servizio eccellente, menù di carne, pesce e vegetariano. Possibilità di scelte miste. Tutto davvero bello in questo piccolo bistrot. Possibilità di pagare con carta di credito",5,2018-04-30,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r576871672-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
333,333,-1,1,1,Ottimo - Ghe Sem Monti,"Locale originale con selezione di ravioli a vapore veramente unica. Ampia e di qualità anche la selezione di vini e birre. Sicuramente da provare, assolutamente originale!",5,2018-04-30,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r576682505-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
334,334,1,1,1,recensione per aperitivo... - Ghe Sem Monti,"i cocktails sono molto buoni...particolari..diversi dal solito...ma l' accompagnamento davvero misero...una porzione di edamame...e stop...il resto ( dim sum) tutto extra.... Basterebbe abbinare ogni cocktail ad un paio di dim sum...sarebbe una buona idea...nuova e diversa che valorizzerebbe l'offerta, spingendo poi il cliente a fermarsi per la cena...",3,2018-04-22,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r574962599-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
335,335,1,1,1,ravioli al vapore - Ghe Sem Monti,"forse non per una cena, ma sicuramente per un pranzo veloce e sfizioso, il posto merita una visita, i ravioli al vapore rivisitati sono una sorpresa per il palato. li abbiamo trovati divertenti oltre che buoni. servizio gentile e disponibile, acqua buona. tornerò sicuramente quando sarò in zona.",4,2018-04-21,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r574660831-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
336,336,1,1,-1,Molto sfizioso - Ghe Sem Monti,"Sfiziosissima l'idea dei ravioli rivisitati, belli da vedere e a sorpresa anche molto buoni da mangiare. Per saziarsi davvero forse diventa un pò caro, ma per una cena leggera é perfetto. Buoni anche i cocktail. Locale piccolo e curato, atmosfera informale e personale simpatico. Da provare",5,2018-04-15,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r573550567-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
337,337,-1,-1,-1,Molto buono - Ghe Sem Monti,Siamo stati a cene venerdì sera a provare i ravioli e visto che c'è la possibilità di ordinare i ravioli misti li abbiamo presi tutti. Il mio preferito quello cacio e pepe. Buoni i cocktail un po' scarsa la lista dei vini. Complessivamente bella esperienza. Consiglio.,5,2018-04-13,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r573078461-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
338,338,1,1,-1,Mediocre modaiolo - Ghe Sem Monti,"Assolutamente esagerati nei prezzi, molto buoni i ravioli, ma 2 euro a boccone no! Piccola sala, non potevo muovere la sedia perché ero attaccato al vicino. Il personale appena hai terminato mette fretta a farti accomodare fuori perché devono fare più turni ai tavoli.",2,2018-03-29,https://www.tripadvisor.it/ShowUserReviews-g187849-d10243054-r569527369-Ghe_Sem_Monti-Milan_Lombardy.html,Ghe Sem Monti-Milan Lombardy
